"","n_s","method","system","pc_l","pc_u","lfc_l","lfc_u","FDR_mean","Power_mean"
"329","250","ancombc2","gut",0.2,0.2,-2.5,2.5,0,0.671509009009009
"330","250","ancombc2","oral",0,0.2,0,3,0.00584615384615384,0.81132183908046
"331","250","ancombc2","oral",0.1,0.4,-2,3,0.00384824870118988,0.730129571352174
"332","250","ancombc2","oral",0.1,0.7,-2,3,0.30654702465869,0.447709886280533
"333","250","ancombc2","oral",0.2,0.2,-2.5,2.5,0,0.633735632183908
"334","250","linda","armpit",0,0.5,0,3,0.359821732826882,0.841666666666667
"335","250","linda","gut",0,0.2,0,3,0.232407084170908,0.877327327327327
"336","250","linda","gut",0.1,0.7,-2,3,0.112057413257795,0.771716476885053
"337","250","linda","gut",0.2,0.2,-2.5,2.5,0.0497053883691759,0.74512012012012
"338","250","linda","oral",0,0.2,0,3,0.332387093475858,0.902931034482759
"339","250","linda","oral",0.1,0.4,-2,3,0.162649940400284,0.816932823234193
"340","250","linda","oral",0.1,0.7,-2,3,0.130299834420485,0.752953174637578
"341","250","linda","oral",0.2,0.2,-2.5,2.5,0.0473838315669404,0.730201149425287
"342","250","lmerseq","armpit",0,0.5,0,3,0.586104722317473,0.652046783625731
"343","250","lmerseq","gut",0,0.2,0,3,0.73034188034188,0.794294294294295
"344","250","lmerseq","gut",0.1,0.7,-2,3,0.218,0.675335249042145
"345","250","lmerseq","gut",0.2,0.2,-2.5,2.5,0.0806451612903226,0.791666666666667
"346","250","lmerseq","oral",0,0.2,0,3,0.78273679331081,0.789050211736237
"347","250","lmerseq","oral",0.1,0.4,-2,3,0.526344825435107,0.724109646175856
"348","250","lmerseq","oral",0.1,0.7,-2,3,0.23558613620085,0.643717763954337
"349","250","lmerseq","oral",0.2,0.2,-2.5,2.5,0.108759105433228,0.729992816091954
"350","250","maaslin2","armpit",0,0.5,0,3,0.620564737777631,0.552777777777778
"351","250","maaslin2","gut",0,0.2,0,3,0.821289141607556,0.720495495495496
"352","250","maaslin2","gut",0.1,0.7,-2,3,0.24410768067206,0.630514448746026
"353","250","maaslin2","gut",0.2,0.2,-2.5,2.5,0.182299357269728,0.736824324324324
"354","250","maaslin2","oral",0,0.2,0,3,0.822370151536371,0.728448275862069
"355","250","maaslin2","oral",0.1,0.4,-2,3,0.548350940163363,0.695436700399029
"356","250","maaslin2","oral",0.1,0.7,-2,3,0.251146320437797,0.602443320156323
"357","250","maaslin2","oral",0.2,0.2,-2.5,2.5,0.212123068537091,0.725172413793104
"358","250","maaslin3","armpit",0,0.5,0,3,0.147041879688939,0.627777777777778
"359","250","maaslin3","gut",0,0.2,0,3,0.0761970133952893,0.70243993993994
"360","250","maaslin3","gut",0.1,0.7,-2,3,0.262377913154023,0.570772044965479
"361","250","maaslin3","gut",0.2,0.2,-2.5,2.5,0.0123230869640975,0.703059309309309
"362","250","maaslin3","oral",0,0.2,0,3,0.129350589828851,0.760747126436782
"363","250","maaslin3","oral",0.1,0.4,-2,3,0.117411334155796,0.652778312559134
"364","250","maaslin3","oral",0.1,0.7,-2,3,0.257497585734472,0.567336076391519
"365","250","maaslin3","oral",0.2,0.2,-2.5,2.5,0.0331404234213974,0.674655172413793
"366","300","NBZIMM","armpit",0,0.5,0,3,0.616002167938764,0.575
"367","300","NBZIMM","gut",0,0.2,0,3,0.837028130350503,0.66295045045045
"368","300","NBZIMM","gut",0.1,0.7,-2,3,0.288016081069079,0.495888099335152
"369","300","NBZIMM","gut",0.2,0.2,-2.5,2.5,0.330730047323722,0.703622372372372
"370","300","NBZIMM","oral",0,0.2,0,3,0.830424304844935,0.683620689655172
"371","300","NBZIMM","oral",0.1,0.4,-2,3,0.575590717860954,0.636009584927393
"372","300","NBZIMM","oral",0.1,0.7,-2,3,0.282542320854547,0.526362066924947
"373","300","NBZIMM","oral",0.2,0.2,-2.5,2.5,0.263872031908954,0.728390804597701
"374","300","aldex","armpit",0,0.5,0,3,0.00333333333333333,0.727777777777778
"375","300","aldex","gut",0,0.2,0,3,0.0124270276292335,0.836261261261261
"376","300","aldex","gut",0.1,0.7,-2,3,0,0.718001683274475
"377","300","aldex","gut",0.2,0.2,-2.5,2.5,0,0.554635885885886
"378","300","aldex","oral",0,0.2,0,3,0,0.825862068965517
"379","300","aldex","oral",0.1,0.4,-2,3,0.0223852436116229,0.696040489119256
"380","300","aldex","oral",0.1,0.7,-2,3,0,0.703812457192611
"381","300","aldex","oral",0.2,0.2,-2.5,2.5,0,0.586408045977012
"382","300","aldex_lin","armpit",0,0.5,0,3,0.00923611111111112,0.755555555555556
"383","300","aldex_lin","gut",0,0.2,0,3,0.00950935726196637,0.830855855855856
"384","300","aldex_lin","gut",0.1,0.7,-2,3,0,0.735222100649424
"385","300","aldex_lin","gut",0.2,0.2,-2.5,2.5,0,0.56981981981982
"386","300","aldex_lin","oral",0,0.2,0,3,0.00887566137566136,0.853045977011494
"387","300","aldex_lin","oral",0.1,0.4,-2,3,0.031041836763549,0.715767195277469
"388","300","aldex_lin","oral",0.1,0.7,-2,3,0,0.713651084287025
"389","300","aldex_lin","oral",0.2,0.2,-2.5,2.5,0.00161290322580645,0.615316091954023
"390","300","ancombc2","armpit",0,0.5,0,3,0.224010960196726,0.683333333333333
"391","300","ancombc2","gut",0,0.2,0,3,0.003125,0.83490990990991
"392","300","ancombc2","gut",0.1,0.7,-2,3,0.248861662347568,0.489071169760614
"393","300","ancombc2","gut",0.2,0.2,-2.5,2.5,0,0.642905405405405
"394","300","ancombc2","oral",0,0.2,0,3,0.012266354016354,0.80683908045977
"395","300","ancombc2","oral",0.1,0.4,-2,3,0.00643683325387312,0.727411298284586
"396","300","ancombc2","oral",0.1,0.7,-2,3,0.31268601062398,0.453686857914117
"397","300","ancombc2","oral",0.2,0.2,-2.5,2.5,0.00113636363636364,0.673189655172414
"398","300","linda","armpit",0,0.5,0,3,0.365191330679636,0.85
"399","300","linda","gut",0,0.2,0,3,0.283616938084185,0.877364864864865
"400","300","linda","gut",0.1,0.7,-2,3,0.140915742089621,0.758552807046295
"401","300","linda","gut",0.2,0.2,-2.5,2.5,0.0368722685959529,0.723573573573574
"402","300","linda","oral",0,0.2,0,3,0.381039945607696,0.886436781609195
"403","300","linda","oral",0.1,0.4,-2,3,0.173685503663304,0.818146910609239
"404","300","linda","oral",0.1,0.7,-2,3,0.137682080970383,0.768728577733461
"405","300","linda","oral",0.2,0.2,-2.5,2.5,0.0512629246497912,0.760775862068966
"406","300","lmerseq","armpit",0,0.5,0,3,0.588075422794246,0.641975308641975
"407","300","lmerseq","gut",0,0.2,0,3,0.761043525277102,0.89039039039039
"408","300","lmerseq","gut",0.1,0.7,-2,3,0.22467286641709,0.648372959638902
"409","300","lmerseq","gut",0.2,0.2,-2.5,2.5,0.0588235294117647,0.666666666666667
"410","300","lmerseq","oral",0,0.2,0,3,0.792662193967764,0.782395644283122
"411","300","lmerseq","oral",0.1,0.4,-2,3,0.535640424949801,0.721127381888016
"412","300","lmerseq","oral",0.1,0.7,-2,3,0.241920763617857,0.645234170947622
"413","300","lmerseq","oral",0.2,0.2,-2.5,2.5,0.128811265402872,0.75265006385696
"414","300","maaslin2","armpit",0,0.5,0,3,0.614748533048383,0.566666666666667
"415","300","maaslin2","gut",0,0.2,0,3,0.816473433076614,0.752252252252252
"416","300","maaslin2","gut",0.1,0.7,-2,3,0.243110327540166,0.624336753438582
"417","300","maaslin2","gut",0.2,0.2,-2.5,2.5,0.195447503911131,0.713982732732733
"418","300","maaslin2","oral",0,0.2,0,3,0.822170514684491,0.732471264367816
"419","300","maaslin2","oral",0.1,0.4,-2,3,0.556577873393255,0.685802542268296
"420","300","maaslin2","oral",0.1,0.7,-2,3,0.252872054720272,0.610849171544984
"421","300","maaslin2","oral",0.2,0.2,-2.5,2.5,0.211872716882289,0.753965517241379
"422","300","maaslin3","armpit",0,0.5,0,3,0.181000653758007,0.633333333333333
"423","300","maaslin3","gut",0,0.2,0,3,0.077075643342259,0.728978978978979
"424","300","maaslin3","gut",0.1,0.7,-2,3,0.263269381404922,0.55712687058763
"425","300","maaslin3","gut",0.2,0.2,-2.5,2.5,0.0205406162144745,0.684234234234234
"426","300","maaslin3","oral",0,0.2,0,3,0.135099361887886,0.744425287356322
"427","300","maaslin3","oral",0.1,0.4,-2,3,0.107252413114287,0.652357881854457
"428","300","maaslin3","oral",0.1,0.7,-2,3,0.261486228728904,0.572636373042736
"429","300","maaslin3","oral",0.2,0.2,-2.5,2.5,0.0302677293011386,0.708908045977011
"430","40","NBZIMM","armpit",0,0.5,0,3,0.542921136311229,0.359313725490196
"431","40","NBZIMM","gut",0,0.2,0,3,0.725798883933171,0.478453453453454
"432","40","NBZIMM","gut",0.1,0.7,-2,3,0.34112599664641,0.333216682742545
"433","40","NBZIMM","gut",0.2,0.2,-2.5,2.5,0.096800482057843,0.493787537537538
"434","40","NBZIMM","oral",0,0.2,0,3,0.62348426698796,0.471494252873563
"435","40","NBZIMM","oral",0.1,0.4,-2,3,0.473359293961925,0.434060862232095
"436","40","NBZIMM","oral",0.1,0.7,-2,3,0.273897398967193,0.363838552441098
"437","40","NBZIMM","oral",0.2,0.2,-2.5,2.5,0.0606716936357304,0.470114942528736
"438","40","aldex","armpit",0,0.5,0,3,0.00416666666666666,0.610130718954248
"439","40","aldex","gut",0,0.2,0,3,0.00851146824777657,0.674436936936937
"440","40","aldex","gut",0.1,0.7,-2,3,0.00164874551971326,0.585522533022533
"441","40","aldex","gut",0.2,0.2,-2.5,2.5,0,0.335792042042042
"442","40","aldex","oral",0,0.2,0,3,0.00185185185185185,0.669252873563218
"443","40","aldex","oral",0.1,0.4,-2,3,0.00810374777341124,0.537142550084331
"444","40","aldex","oral",0.1,0.7,-2,3,0.00128205128205128,0.609350910284866
"445","40","aldex","oral",0.2,0.2,-2.5,2.5,0,0.356293103448276
"446","40","aldex_lin","armpit",0,0.5,0,3,0.0170009157509157,0.716176470588235
"447","40","aldex_lin","gut",0,0.2,0,3,0.0280997571998766,0.72012012012012
"448","40","aldex_lin","gut",0.1,0.7,-2,3,0.00258335008315631,0.624895339334994
"449","40","aldex_lin","gut",0.2,0.2,-2.5,2.5,0.00334821428571429,0.394275525525526
"450","40","aldex_lin","oral",0,0.2,0,3,0.0436677082010665,0.747873563218391
"451","40","aldex_lin","oral",0.1,0.4,-2,3,0.0159619144120848,0.585259862602328
"452","40","aldex_lin","oral",0.1,0.7,-2,3,0.00391422158088825,0.644630312332368
"453","40","aldex_lin","oral",0.2,0.2,-2.5,2.5,0.00586904761904762,0.45132183908046
"454","40","ancombc2","armpit",0,0.5,0,3,0.0151010101010101,0.424509803921569
"455","40","ancombc2","gut",0,0.2,0,3,0.00434782608695652,0.533558558558559
"456","40","ancombc2","gut",0.1,0.7,-2,3,0.183145812590193,0.249592928623101
"457","40","ancombc2","gut",0.2,0.2,-2.5,2.5,0,0.332901651651652
"458","40","ancombc2","oral",0,0.2,0,3,0,0.442816091954023
"459","40","ancombc2","oral",0.1,0.4,-2,3,0.00178571428571429,0.390741566909375
"460","40","ancombc2","oral",0.1,0.7,-2,3,0.165998917412718,0.229540853207242
"461","40","ancombc2","oral",0.2,0.2,-2.5,2.5,0,0.306724137931034
"462","40","linda","armpit",0,0.5,0,3,0.137199965067612,0.666176470588235
"463","40","linda","gut",0,0.2,0,3,0.074755753519286,0.704804804804805
"464","40","linda","gut",0.1,0.7,-2,3,0.0647034511484267,0.579038394555636
"465","40","linda","gut",0.2,0.2,-2.5,2.5,0.0420414817271085,0.541197447447447
"466","40","linda","oral",0,0.2,0,3,0.109414911231253,0.711781609195402
"467","40","linda","oral",0.1,0.4,-2,3,0.0577342509436521,0.627192027644082
"468","40","linda","oral",0.1,0.7,-2,3,0.131382722299992,0.547693922683502
"469","40","linda","oral",0.2,0.2,-2.5,2.5,0.0398743815616881,0.549827586206897
"470","40","lmerseq","armpit",0,0.5,0,3,0.479117803421209,0.482314494425221
"471","40","maaslin2","armpit",0,0.5,0,3,0.520027981517667,0.409640522875817
"472","40","maaslin2","gut",0,0.2,0,3,0.603342982393157,0.579204204204204
"473","40","maaslin2","gut",0.1,0.7,-2,3,0.210552201916947,0.471505891139512
"474","40","maaslin2","gut",0.2,0.2,-2.5,2.5,0.0590536065935355,0.530837087087087
"475","40","maaslin2","oral",0,0.2,0,3,0.592451656418319,0.543045977011494
"476","40","maaslin2","oral",0.1,0.4,-2,3,0.425081018701726,0.520019756057427
"477","40","maaslin2","oral",0.1,0.7,-2,3,0.20456772910132,0.491298148817389
"478","40","maaslin2","oral",0.2,0.2,-2.5,2.5,0.0558263968784947,0.54051724137931
"479","40","maaslin3","armpit",0,0.5,0,3,0.171152597402597,0.439869281045752
"480","40","maaslin3","gut",0,0.2,0,3,0.0797890941586593,0.608070570570571
"481","40","maaslin3","gut",0.1,0.7,-2,3,0.169335928337327,0.465634310612759
"482","40","maaslin3","gut",0.2,0.2,-2.5,2.5,0.0196849755404975,0.481475225225225
"483","40","maaslin3","oral",0,0.2,0,3,0.153052783631344,0.577126436781609
"484","40","maaslin3","oral",0.1,0.4,-2,3,0.12091325036868,0.483453453453453
"485","40","maaslin3","oral",0.1,0.7,-2,3,0.16792012357365,0.490023593679987
"486","40","maaslin3","oral",0.2,0.2,-2.5,2.5,0.0214824517270169,0.479109195402299
"487","6","NBZIMM","armpit",0,0.5,0,3,0.0166666666666666,0.0111111111111111
"488","6","NBZIMM","gut",0,0.2,0,3,0.0875,0.00694444444444444
"489","6","NBZIMM","gut",0.1,0.7,-2,3,0.05,0.00138888888888889
"490","6","NBZIMM","gut",0.2,0.2,-2.5,2.5,0,0.00409159159159159
"491","6","NBZIMM","oral",0,0.2,0,3,0,0
"492","6","NBZIMM","oral",0.1,0.4,-2,3,0,0.00134234234234234
"493","6","NBZIMM","oral",0.1,0.7,-2,3,0.0583333333333333,0.00297334492249746
"494","6","NBZIMM","oral",0.2,0.2,-2.5,2.5,0,0.00172413793103449
"495","6","aldex","armpit",0,0.5,0,3,0,0.0194444444444444
"496","6","aldex","gut",0,0.2,0,3,0,0.0414414414414415
"497","6","aldex","gut",0.1,0.7,-2,3,0.00871212121212121,0.069780127962065
"498","6","aldex","gut",0.2,0.2,-2.5,2.5,0,0.00818318318318318
"499","6","aldex","oral",0,0.2,0,3,0.0416666666666667,0.0376436781609195
"500","6","aldex","oral",0.1,0.4,-2,3,0,0.0504692192192192
"501","6","aldex","oral",0.1,0.7,-2,3,0,0.0636819492435516
"502","6","aldex","oral",0.2,0.2,-2.5,2.5,0,0.00508620689655173
"503","6","aldex_lin","armpit",0,0.5,0,3,0.0612541625041625,0.425
"504","6","aldex_lin","gut",0,0.2,0,3,0.0596683177933178,0.326726726726727
"505","6","aldex_lin","gut",0.1,0.7,-2,3,0.0113999098460385,0.302754757272142
"506","6","aldex_lin","gut",0.2,0.2,-2.5,2.5,0.0654761904761905,0.0521208708708709
"507","6","aldex_lin","oral",0,0.2,0,3,0.0635137003519357,0.286666666666667
"508","6","aldex_lin","oral",0.1,0.4,-2,3,0.0389679901499262,0.291446696696697
"509","6","aldex_lin","oral",0.1,0.7,-2,3,0.0109284319788521,0.325180742688086
"510","6","aldex_lin","oral",0.2,0.2,-2.5,2.5,0.0376010101010101,0.0952770935960592
"511","6","ancombc2","armpit",0,0.5,0,3,0,0.00555555555555556
"512","6","ancombc2","gut",0,0.2,0,3,0,0.0082957957957958
"513","6","ancombc2","gut",0.1,0.7,-2,3,0.0166666666666666,0.00722287493961527
"514","6","ancombc2","gut",0.2,0.2,-2.5,2.5,0.025,0.00135135135135135
"515","6","ancombc2","oral",0,0.2,0,3,0,0.00850574712643679
"516","6","ancombc2","oral",0.1,0.4,-2,3,0.025,0.00678678678678679
"517","6","ancombc2","oral",0.1,0.7,-2,3,0,0.00427006841040602
"518","6","ancombc2","oral",0.2,0.2,-2.5,2.5,0,0.00255747126436781
"519","6","linda","armpit",0,0.5,0,3,0.05,0.0555555555555556
"520","6","linda","gut",0,0.2,0,3,0.16375,0.104804804804805
"521","6","linda","gut",0.1,0.7,-2,3,0.192147435897436,0.0591328907173009
"522","6","linda","gut",0.2,0.2,-2.5,2.5,0.141924603174603,0.0670232732732733
"523","6","linda","oral",0,0.2,0,3,0.304583333333333,0.0817816091954023
"524","6","linda","oral",0.1,0.4,-2,3,0.0795887445887446,0.0841741741741742
"525","6","linda","oral",0.1,0.7,-2,3,0.111943032812598,0.0691249226205321
"526","6","linda","oral",0.2,0.2,-2.5,2.5,0.14672619047619,0.0535693760262726
"527","6","maaslin2","armpit",0,0.5,0,3,0.125,0.0166666666666667
"528","6","maaslin2","gut",0,0.2,0,3,0.413186813186813,0.0674924924924925
"529","6","maaslin2","gut",0.1,0.7,-2,3,0.109989863078098,0.0605073435058168
"530","6","maaslin2","gut",0.2,0.2,-2.5,2.5,0.125198412698413,0.070457957957958
"531","6","maaslin2","oral",0,0.2,0,3,0.400277777777778,0.0531609195402299
"532","6","maaslin2","oral",0.1,0.4,-2,3,0.225223665223665,0.0531448948948949
"533","6","maaslin2","oral",0.1,0.7,-2,3,0.12129329004329,0.0501420998115939
"534","6","maaslin2","oral",0.2,0.2,-2.5,2.5,0.113333333333333,0.0448604269293925
"535","6","maaslin3","armpit",0,0.5,0,3,0.279166666666667,0.025
"536","6","maaslin3","gut",0,0.2,0,3,0.346230158730159,0.0496996996996997
"537","6","maaslin3","gut",0.1,0.7,-2,3,0.0801773226773227,0.054680707387663
"538","6","maaslin3","gut",0.2,0.2,-2.5,2.5,0.175750915750916,0.0390953453453454
"539","6","maaslin3","oral",0,0.2,0,3,0.2475,0.0426436781609195
"540","6","maaslin3","oral",0.1,0.4,-2,3,0.129749694749695,0.0585825825825826
"541","6","maaslin3","oral",0.1,0.7,-2,3,0.110030473912053,0.0598066274534041
"542","6","maaslin3","oral",0.2,0.2,-2.5,2.5,0.120146103896104,0.0687171592775041
"543","8","NBZIMM","armpit",0,0.5,0,3,0.179166666666667,0.0277777777777778
"544","8","NBZIMM","gut",0,0.2,0,3,0.388789682539683,0.031493993993994
"545","8","NBZIMM","gut",0.1,0.7,-2,3,0.231517432730668,0.0338633468693695
"546","8","NBZIMM","gut",0.2,0.2,-2.5,2.5,0.129722222222222,0.0317567567567568
"547","8","NBZIMM","oral",0,0.2,0,3,0.208928571428571,0.034080459770115
"548","8","NBZIMM","oral",0.1,0.4,-2,3,0.265067155067155,0.0501703484306224
"549","8","NBZIMM","oral",0.1,0.7,-2,3,0.195242061859709,0.0302011028507308
"550","8","NBZIMM","oral",0.2,0.2,-2.5,2.5,0.05,0.0537356321839081
"551","8","aldex","armpit",0,0.5,0,3,0,0.0888888888888889
"552","8","aldex","gut",0,0.2,0,3,0.00714285714285715,0.103190690690691
"553","8","aldex","gut",0.1,0.7,-2,3,0.00135135135135135,0.136117025556976
"554","8","aldex","gut",0.2,0.2,-2.5,2.5,0,0.0104166666666667
"555","8","aldex","oral",0,0.2,0,3,0,0.0612068965517242
"556","8","aldex","oral",0.1,0.4,-2,3,0,0.0814390452095931
"557","8","aldex","oral",0.1,0.7,-2,3,0.0025,0.12843817181602
"558","8","aldex","oral",0.2,0.2,-2.5,2.5,0.025,0.0111206896551724
"559","8","aldex_lin","armpit",0,0.5,0,3,0.0638510101010101,0.5
"560","8","aldex_lin","gut",0,0.2,0,3,0.0406740196078431,0.400900900900901
"561","8","aldex_lin","gut",0.1,0.7,-2,3,0.00511500642648184,0.38751313368047
"562","8","aldex_lin","gut",0.2,0.2,-2.5,2.5,0.00454545454545455,0.0892267267267268
"563","8","aldex_lin","oral",0,0.2,0,3,0.0610887723387723,0.409942528735632
"564","8","aldex_lin","oral",0.1,0.4,-2,3,0.0297771977229479,0.325934458431034
"565","8","aldex_lin","oral",0.1,0.7,-2,3,0.00626671310858426,0.381025777270192
"566","8","aldex_lin","oral",0.2,0.2,-2.5,2.5,0.0229166666666666,0.132068965517241
"567","8","ancombc2","armpit",0,0.5,0,3,0,0.0111111111111111
"568","8","ancombc2","gut",0,0.2,0,3,0,0.00679429429429429
"569","8","ancombc2","gut",0.1,0.7,-2,3,0,0.00137931034482759
"570","8","ancombc2","gut",0.2,0.2,-2.5,2.5,0.025,0.00345345345345345
"571","8","ancombc2","oral",0,0.2,0,3,0,0.0136781609195402
"572","8","ancombc2","oral",0.1,0.4,-2,3,0,0.00745169484553046
"573","8","ancombc2","oral",0.1,0.7,-2,3,0.1,0.00253555577845638
"574","8","ancombc2","oral",0.2,0.2,-2.5,2.5,0,0.0093103448275862
"575","8","linda","armpit",0,0.5,0,3,0.117142857142857,0.122222222222222
"576","8","linda","gut",0,0.2,0,3,0.125416666666667,0.13048048048048
"577","8","linda","gut",0.1,0.7,-2,3,0.0694444444444445,0.0815322637919473
"578","8","linda","gut",0.2,0.2,-2.5,2.5,0.0699740537240537,0.0796734234234234
"579","8","linda","oral",0,0.2,0,3,0.150892857142857,0.0853448275862069
"580","8","linda","oral",0.1,0.4,-2,3,0.0674801587301588,0.0862443642272409
"581","8","linda","oral",0.1,0.7,-2,3,0.128116258741259,0.0812695949117681
"582","8","linda","oral",0.2,0.2,-2.5,2.5,0.102638888888889,0.0757758620689655
"583","8","lmerseq","armpit",0,0.5,0,3,0,0
"584","8","maaslin2","armpit",0,0.5,0,3,0.1125,0.0333333333333333
"585","8","maaslin2","gut",0,0.2,0,3,0.297905844155844,0.0769894894894895
"586","8","maaslin2","gut",0.1,0.7,-2,3,0.0835730446024564,0.0646426000585779
"587","8","maaslin2","gut",0.2,0.2,-2.5,2.5,0.07,0.0741741741741742
"588","8","maaslin2","oral",0,0.2,0,3,0.396666666666667,0.0425287356321839
"589","8","maaslin2","oral",0.1,0.4,-2,3,0.131507936507936,0.0535292072894813
"590","8","maaslin2","oral",0.1,0.7,-2,3,0.128922466422466,0.0519444479942858
"591","8","maaslin2","oral",0.2,0.2,-2.5,2.5,0.0527777777777777,0.0759195402298851
"592","8","maaslin3","armpit",0,0.5,0,3,0.236428571428571,0.0666666666666667
"593","8","maaslin3","gut",0,0.2,0,3,0.1975,0.0521396396396396
"594","8","maaslin3","gut",0.1,0.7,-2,3,0.0565036352536352,0.0770231320600357
"595","8","maaslin3","gut",0.2,0.2,-2.5,2.5,0.080952380952381,0.0499249249249249
"596","8","maaslin3","oral",0,0.2,0,3,0.268869047619048,0.0782758620689656
"597","8","maaslin3","oral",0.1,0.4,-2,3,0.121255888719124,0.0848179583693282
"598","8","maaslin3","oral",0.1,0.7,-2,3,0.0958564973038657,0.100839408391645
"599","8","maaslin3","oral",0.2,0.2,-2.5,2.5,0.0577777777777777,0.0832758620689656
"600","80","NBZIMM","armpit",0,0.5,0,3,0.619833010513115,0.483333333333333
"601","80","NBZIMM","gut",0,0.2,0,3,0.809896339069266,0.583596096096096
"602","80","NBZIMM","gut",0.1,0.7,-2,3,0.333857231373561,0.411009971646359
"603","80","NBZIMM","gut",0.2,0.2,-2.5,2.5,0.134578690436415,0.562012012012012
"604","80","NBZIMM","oral",0,0.2,0,3,0.760671927155317,0.610114942528736
"605","80","NBZIMM","oral",0.1,0.4,-2,3,0.543272665919385,0.554084300053478
"606","80","NBZIMM","oral",0.1,0.7,-2,3,0.312592673761105,0.434045951485896
"607","80","NBZIMM","oral",0.2,0.2,-2.5,2.5,0.0866022072153682,0.602528735632184
"608","80","aldex","armpit",0,0.5,0,3,0.00773809523809523,0.688888888888889
"609","80","aldex","gut",0,0.2,0,3,0.00655913978494624,0.747147147147147
"610","80","aldex","gut",0.1,0.7,-2,3,0.0010536187113857,0.651937348468913
"611","80","aldex","gut",0.2,0.2,-2.5,2.5,0.00178571428571429,0.425
"612","80","aldex","oral",0,0.2,0,3,0.00617391304347826,0.77235632183908
"613","80","aldex","oral",0.1,0.4,-2,3,0.00417119447223848,0.628481920276441
"614","80","aldex","oral",0.1,0.7,-2,3,0.00056818181818182,0.622882995716752
"615","80","aldex","oral",0.2,0.2,-2.5,2.5,0,0.494655172413793
"616","80","aldex_lin","armpit",0,0.5,0,3,0.00627450980392157,0.744444444444444
"617","80","aldex_lin","gut",0,0.2,0,3,0.0172495379737495,0.784496996996997
"618","80","aldex_lin","gut",0.1,0.7,-2,3,0.00297868854438905,0.675398486025974
"619","80","aldex_lin","gut",0.2,0.2,-2.5,2.5,0.00166666666666666,0.462331081081081
"620","80","aldex_lin","oral",0,0.2,0,3,0.00816666666666667,0.797931034482759
"621","80","aldex_lin","oral",0.1,0.4,-2,3,0.010007793407894,0.648717635443663
"622","80","aldex_lin","oral",0.1,0.7,-2,3,0.000555555555555555,0.646613192970672
"623","80","aldex_lin","oral",0.2,0.2,-2.5,2.5,0.00737993487993488,0.543218390804598
"624","80","ancombc2","armpit",0,0.5,0,3,0.110833333333333,0.583333333333333
"625","80","ancombc2","gut",0,0.2,0,3,0,0.659196696696697
"626","80","ancombc2","gut",0.1,0.7,-2,3,0.237844312292094,0.365681164738793
"627","80","ancombc2","gut",0.2,0.2,-2.5,2.5,0.00172413793103449,0.472822822822823
"628","80","ancombc2","oral",0,0.2,0,3,0.00277777777777778,0.657988505747126
"629","80","ancombc2","oral",0.1,0.4,-2,3,0.00241279069767442,0.560778754782179
"630","80","ancombc2","oral",0.1,0.7,-2,3,0.252115674577542,0.328912223086626
"631","80","ancombc2","oral",0.2,0.2,-2.5,2.5,0.00161290322580645,0.492212643678161
"632","80","linda","armpit",0,0.5,0,3,0.175036002439253,0.763888888888889
"633","80","linda","gut",0,0.2,0,3,0.115496689060584,0.802214714714715
"634","80","linda","gut",0.1,0.7,-2,3,0.0968959237195549,0.662656925732791
"635","80","linda","gut",0.2,0.2,-2.5,2.5,0.0380752584717632,0.611918168168168
"636","80","linda","oral",0,0.2,0,3,0.133157350186815,0.796149425287356
"637","80","linda","oral",0.1,0.4,-2,3,0.0672689937393958,0.739486537907771
"638","80","linda","oral",0.1,0.7,-2,3,0.0717463523828347,0.670840087976855
"639","80","linda","oral",0.2,0.2,-2.5,2.5,0.042861543730359,0.649396551724138
"640","80","lmerseq","armpit",0,0.5,0,3,0.578737998872916,0.570370370370371
"641","80","lmerseq","oral",0,0.2,0,3,0.529411764705882,0.827586206896552
"642","80","lmerseq","oral",0.1,0.4,-2,3,0.31020090548953,0.778828828828829
"643","80","lmerseq","oral",0.1,0.7,-2,3,0.234043851119459,0.578137362434471
"644","80","lmerseq","oral",0.2,0.2,-2.5,2.5,0.0674603174603174,0.629310344827586
"645","80","maaslin2","armpit",0,0.5,0,3,0.615326352984248,0.488888888888889
"646","80","maaslin2","gut",0,0.2,0,3,0.761681160652243,0.668918918918919
"647","80","maaslin2","gut",0.1,0.7,-2,3,0.257165601949697,0.552975896464281
"648","80","maaslin2","gut",0.2,0.2,-2.5,2.5,0.0605129663065487,0.594632132132132
"649","80","maaslin2","oral",0,0.2,0,3,0.74284405687911,0.68183908045977
"650","80","maaslin2","oral",0.1,0.4,-2,3,0.512514902918007,0.629156043029331
"651","80","maaslin2","oral",0.1,0.7,-2,3,0.267360728912449,0.543979989937996
"652","80","maaslin2","oral",0.2,0.2,-2.5,2.5,0.0763866034634862,0.655344827586207
"653","80","maaslin3","armpit",0,0.5,0,3,0.0996037296037296,0.552777777777778
"654","80","maaslin3","gut",0,0.2,0,3,0.0699755632279723,0.686711711711712
"655","80","maaslin3","gut",0.1,0.7,-2,3,0.239590696471074,0.535424955032933
"656","80","maaslin3","gut",0.2,0.2,-2.5,2.5,0.0308912143546695,0.557957957957958
"657","80","maaslin3","oral",0,0.2,0,3,0.14889223455585,0.712471264367816
"658","80","maaslin3","oral",0.1,0.4,-2,3,0.0980673502560362,0.59735128964581
"659","80","maaslin3","oral",0.1,0.7,-2,3,0.216020519935887,0.540210948452304
